feature_code,name,type,date,smokes,household_type,sex,long_term_condition,age,smok_lower_ci,smok_upper_ci,smok_percent
S12000035,Argyll and Bute,Local Authority,2015,No,All,Male,All,All,70.8,83.6,77.2
S08000017,Dumfries and Galloway,NHS Health Board,2019,No,All,Male,All,All,71,83,77
S08000016,Borders,NHS Health Board,2019,No,All,Male,All,All,73,88,80.5
S12000005,Clackmannanshire,Local Authority,2015,No,All,Male,All,All,64.7,84.9,74.8
S12000011,East Renfrewshire,Local Authority,2016,No,All,Male,All,All,86,96.2,91.1
S08000019,Forth Valley,NHS Health Board,2019,No,All,Male,All,All,81,88,84.5
S12000030,Stirling,Local Authority,2015,No,All,Male,All,All,81.5,92.5,87
S12000042,Dundee City,Local Authority,2014,No,All,Male,All,All,60.9,74.8,67.8
S12000019,Midlothian,Local Authority,2018,Yes,All,Male,All,All,11.9,25.3,18.6
S08000022,Highland,NHS Health Board,2014,No,All,Male,All,All,74.5,82.8,78.6
S12000014,Falkirk,Local Authority,2018,Yes,All,Male,All,All,11.1,21.9,16.5
S12000017,Highland,Local Authority,2018,Yes,All,Male,All,All,13,24.3,18.7
S12000010,East Lothian,Local Authority,2017,No,All,Male,All,All,73.6,86.8,80.2
S12000034,Aberdeenshire,Local Authority,2015,Yes,All,Male,All,All,16.8,26.7,21.8
S08000028,Western Isles,NHS Health Board,2015,No,All,Male,All,All,65.8,81.3,73.5
S12000010,East Lothian,Local Authority,2018,Yes,All,Male,All,All,8.6,20.6,14.6
S12000005,Clackmannanshire,Local Authority,2019,No,All,Male,All,All,68.5,83.5,76
S08000030,Tayside,NHS Health Board,2012,No,All,Male,All,All,70.9,78.9,74.9
S12000050,North Lanarkshire,Local Authority,2013,No,All,Male,All,All,66.6,76.5,71.6
S08000030,Tayside,NHS Health Board,2013,No,All,Male,All,All,71,79.2,75.1
S12000006,Dumfries and Galloway,Local Authority,2017,Yes,All,Male,All,All,15.2,26.9,21.1
S12000010,East Lothian,Local Authority,2014,No,All,Male,All,All,68.8,89.1,78.9
S12000008,East Ayrshire,Local Authority,2019,No,All,Male,All,All,77.5,88.5,83
S12000040,West Lothian,Local Authority,2017,Yes,All,Male,All,All,14.7,29.6,22.1
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016,No,All,Male,All,All,74.5,79.1,76.8
S12000036,City of Edinburgh,Local Authority,2017,No,All,Male,All,All,79.8,85.9,82.9
S12000018,Inverclyde,Local Authority,2012,Yes,All,Male,All,All,21.3,39,30.2
S12000041,Angus,Local Authority,2015,No,All,Male,All,All,66.5,81.2,73.8
S12000011,East Renfrewshire,Local Authority,2017,No,All,Male,All,All,72.6,92.2,82.4
S08000030,Tayside,NHS Health Board,2015,No,All,Male,All,All,72.1,80.3,76.2
S12000049,Glasgow City,Local Authority,2018,Yes,All,Male,All,All,19.7,26.4,23
S08000019,Forth Valley,NHS Health Board,2017,Yes,All,Male,All,All,10.1,16.1,13.1
S12000028,South Ayrshire,Local Authority,2013,Yes,All,Male,All,All,16.7,32,24.4
S12000049,Glasgow City,Local Authority,2017,No,All,Male,All,All,69,75.8,72.4
S08000022,Highland,NHS Health Board,2013,Yes,All,Male,All,All,16.2,25.5,20.8
S08000020,Grampian,NHS Health Board,2015,Yes,All,Male,All,All,20.6,26.9,23.8
S12000048,Perth and Kinross,Local Authority,2017,Yes,All,Male,All,All,6.2,15.9,11.1
S12000048,Perth and Kinross,Local Authority,2017,No,All,Male,All,All,83.7,93.4,88.5
S12000023,Orkney Islands,Local Authority,2017,No,All,Male,All,All,69.1,86.8,78
S08000022,Highland,NHS Health Board,2019,No,All,Male,All,All,76.5,85.5,81
S08000026,Shetland,NHS Health Board,2012,No,All,Male,All,All,66.6,82.6,74.6
S92000003,Scotland,Scotland,2013,Yes,All,Male,All,All,23.1,25.4,24.2
S12000010,East Lothian,Local Authority,2014,Yes,All,Male,All,All,10.9,31.3,21.1
S12000035,Argyll and Bute,Local Authority,2015,Yes,All,Male,All,All,16.4,29.2,22.8
S12000011,East Renfrewshire,Local Authority,2015,Yes,All,Male,All,All,6.7,19.4,13.1
S12000030,Stirling,Local Authority,2012,Yes,All,Male,All,All,14.5,32.3,23.4
S12000008,East Ayrshire,Local Authority,2016,Yes,All,Male,All,All,15.3,29.5,22.4
S12000014,Falkirk,Local Authority,2013,Yes,All,Male,All,All,17.9,29.5,23.7
S12000038,Renfrewshire,Local Authority,2012,Yes,All,Male,All,All,23.5,36.5,30
S08000026,Shetland,NHS Health Board,2016,Yes,All,Male,All,All,13.4,34.3,23.8
S08000032,Lanarkshire,NHS Health Board,2018,Yes,All,Male,All,All,19.9,26.7,23.3
S12000040,West Lothian,Local Authority,2015,Yes,All,Male,All,All,12.4,24.3,18.3
S12000034,Aberdeenshire,Local Authority,2012,Yes,All,Male,All,All,18.8,30.5,24.6
S12000029,South Lanarkshire,Local Authority,2012,No,All,Male,All,All,70.8,80.3,75.6
S12000049,Glasgow City,Local Authority,2016,No,All,Male,All,All,69.8,76.8,73.3
S08000024,Lothian,NHS Health Board,2015,No,All,Male,All,All,76.8,82.2,79.5
S12000034,Aberdeenshire,Local Authority,2012,No,All,Male,All,All,69.5,81.2,75.4
S08000016,Borders,NHS Health Board,2016,Yes,All,Male,All,All,7.6,17,12.3
S12000040,West Lothian,Local Authority,2016,Yes,All,Male,All,All,15.3,28,21.6
S12000035,Argyll and Bute,Local Authority,2012,Yes,All,Male,All,All,27.2,45.2,36.2
S12000026,Scottish Borders,Local Authority,2016,Yes,All,Male,All,All,7.6,17,12.3
S08000028,Western Isles,NHS Health Board,2018,Yes,All,Male,All,All,10.7,23.6,17.1
S12000014,Falkirk,Local Authority,2017,Yes,All,Male,All,All,8.3,17.1,12.7
S12000027,Shetland Islands,Local Authority,2012,Yes,All,Male,All,All,17.4,33.4,25.4
S12000028,South Ayrshire,Local Authority,2012,Yes,All,Male,All,All,8.7,21.4,15.1
S12000026,Scottish Borders,Local Authority,2014,Yes,All,Male,All,All,14.6,25.9,20.3
S08000029,Fife,NHS Health Board,2018,Yes,All,Male,All,All,18.2,27.1,22.6
S12000029,South Lanarkshire,Local Authority,2012,Yes,All,Male,All,All,19.1,28.9,24
S12000014,Falkirk,Local Authority,2014,Yes,All,Male,All,All,17,29.4,23.2
S08000022,Highland,NHS Health Board,2016,Yes,All,Male,All,All,15.4,24.2,19.8
S12000005,Clackmannanshire,Local Authority,2013,Yes,All,Male,All,All,15.5,33,24.2
S12000038,Renfrewshire,Local Authority,2014,Yes,All,Male,All,All,17.4,32.8,25.1
S12000005,Clackmannanshire,Local Authority,2017,Yes,All,Male,All,All,11.7,27.1,19.4
S12000027,Shetland Islands,Local Authority,2014,Yes,All,Male,All,All,11.4,28.7,20.1
S12000036,City of Edinburgh,Local Authority,2012,Yes,All,Male,All,All,19.4,26.8,23.1
S08000015,Ayrshire and Arran,NHS Health Board,2018,Yes,All,Male,All,All,19.4,26.8,23.1
S08000028,Western Isles,NHS Health Board,2016,Yes,All,Male,All,All,15.6,33.4,24.5
S08000020,Grampian,NHS Health Board,2016,Yes,All,Male,All,All,17.9,24.9,21.4
S08000017,Dumfries and Galloway,NHS Health Board,2016,Yes,All,Male,All,All,20.1,31.3,25.7
S12000006,Dumfries and Galloway,Local Authority,2014,No,All,Male,All,All,67.8,79.3,73.5
S12000017,Highland,Local Authority,2017,Yes,All,Male,All,All,13.5,24,18.7
S92000003,Scotland,Scotland,2012,Yes,All,Male,All,All,24.2,26.5,25.4
S12000028,South Ayrshire,Local Authority,2014,Yes,All,Male,All,All,14.9,28.8,21.9
S92000003,Scotland,Scotland,2014,Yes,All,Male,All,All,21.6,23.8,22.7
S12000023,Orkney Islands,Local Authority,2012,Yes,All,Male,All,All,14,28.3,21.1
S12000013,Na h-Eileanan Siar,Local Authority,2014,Yes,All,Male,All,All,18.9,37.8,28.3
S08000019,Forth Valley,NHS Health Board,2018,Yes,All,Male,All,All,13.1,20.5,16.8
S08000025,Orkney,NHS Health Board,2012,No,All,Male,All,All,71.5,85.8,78.6
S12000047,Fife,Local Authority,2012,No,All,Male,All,All,68.4,77.2,72.8
S08000020,Grampian,NHS Health Board,2017,No,All,Male,All,All,79.5,85.1,82.3
S08000028,Western Isles,NHS Health Board,2017,No,All,Male,All,All,72,83.6,77.8
S12000027,Shetland Islands,Local Authority,2012,No,All,Male,All,All,66.6,82.6,74.6
S12000013,Na h-Eileanan Siar,Local Authority,2014,No,All,Male,All,All,62.2,81.2,71.7
S12000008,East Ayrshire,Local Authority,2014,No,All,Male,All,All,70.8,84,77.4
S12000011,East Renfrewshire,Local Authority,2012,No,All,Male,All,All,76.7,90.4,83.6
S12000021,North Ayrshire,Local Authority,2012,No,All,Male,All,All,60.2,77,68.6
S08000028,Western Isles,NHS Health Board,2012,No,All,Male,All,All,64.1,79.9,72
S12000047,Fife,Local Authority,2014,No,All,Male,All,All,73.3,82.1,77.7
S08000019,Forth Valley,NHS Health Board,2013,No,All,Male,All,All,73.4,81.2,77.3
S12000050,North Lanarkshire,Local Authority,2014,No,All,Male,All,All,72.3,82.1,77.2
S12000017,Highland,Local Authority,2014,No,All,Male,All,All,74,83.3,78.7
S08000016,Borders,NHS Health Board,2017,No,All,Male,All,All,77.3,91.1,84.2
S08000026,Shetland,NHS Health Board,2017,No,All,Male,All,All,65.8,83.2,74.5
S08000019,Forth Valley,NHS Health Board,2017,No,All,Male,All,All,83.8,89.8,86.8
S08000022,Highland,NHS Health Board,2017,No,All,Male,All,All,74.9,83.9,79.4
S12000020,Moray,Local Authority,2012,No,All,Male,All,All,70.3,83.7,77
S12000023,Orkney Islands,Local Authority,2014,No,All,Male,All,All,72.3,86.8,79.6
S12000005,Clackmannanshire,Local Authority,2014,No,All,Male,All,All,51.3,72.5,61.9
S12000028,South Ayrshire,Local Authority,2012,No,All,Male,All,All,78.6,91.3,85
S12000014,Falkirk,Local Authority,2017,No,All,Male,All,All,82.7,91.5,87.1
S12000033,Aberdeen City,Local Authority,2015,No,All,Male,All,All,69.4,79.2,74.3
S12000014,Falkirk,Local Authority,2019,No,All,Male,All,All,81.5,90.5,86
S12000047,Fife,Local Authority,2015,No,All,Male,All,All,70.3,79.1,74.7
S12000047,Fife,Local Authority,2013,No,All,Male,All,All,70.1,79,74.6
S12000018,Inverclyde,Local Authority,2019,No,All,Male,All,All,79,89,84
S08000030,Tayside,NHS Health Board,2018,Yes,All,Male,All,All,15.5,23.3,19.4
S12000038,Renfrewshire,Local Authority,2015,Yes,All,Male,All,All,18.1,29.4,23.8
S12000019,Midlothian,Local Authority,2017,Yes,All,Male,All,All,12.6,27.1,19.9
S12000029,South Lanarkshire,Local Authority,2016,Yes,All,Male,All,All,16.4,25.9,21.1
S08000025,Orkney,NHS Health Board,2017,No,All,Male,All,All,69.1,86.8,78
S12000005,Clackmannanshire,Local Authority,2014,Yes,All,Male,All,All,27.5,48.7,38.1
S12000041,Angus,Local Authority,2015,Yes,All,Male,All,All,18.8,33.5,26.2
S12000034,Aberdeenshire,Local Authority,2016,Yes,All,Male,All,All,15.9,26,20.9
S12000010,East Lothian,Local Authority,2016,Yes,All,Male,All,All,13,30.2,21.6
S12000017,Highland,Local Authority,2019,No,All,Male,All,All,73.5,85.5,79.5
S08000017,Dumfries and Galloway,NHS Health Board,2012,No,All,Male,All,All,70.3,81.1,75.7
S12000034,Aberdeenshire,Local Authority,2018,No,All,Male,All,All,78.1,88.1,83.1
S08000015,Ayrshire and Arran,NHS Health Board,2012,No,All,Male,All,All,69.4,78.4,73.9
S12000023,Orkney Islands,Local Authority,2018,No,All,Male,All,All,76.4,89.3,82.9
S12000028,South Ayrshire,Local Authority,2018,No,All,Male,All,All,68.2,82.9,75.6
S12000013,Na h-Eileanan Siar,Local Authority,2018,No,All,Male,All,All,76.4,89.3,82.9
S08000028,Western Isles,NHS Health Board,2016,No,All,Male,All,All,66.1,83.8,74.9
S08000025,Orkney,NHS Health Board,2016,No,All,Male,All,All,81.5,93.4,87.5
S08000020,Grampian,NHS Health Board,2012,No,All,Male,All,All,73,80,76.5
S08000016,Borders,NHS Health Board,2013,No,All,Male,All,All,72.5,85.6,79
S12000006,Dumfries and Galloway,Local Authority,2018,No,All,Male,All,All,77.7,87.8,82.7
S12000040,West Lothian,Local Authority,2018,No,All,Male,All,All,78.2,89.2,83.7
S12000017,Highland,Local Authority,2018,No,All,Male,All,All,75.7,87,81.3
S08000016,Borders,NHS Health Board,2012,No,All,Male,All,All,71.8,84.7,78.2
S12000047,Fife,Local Authority,2017,No,All,Male,All,All,76,84.9,80.4
S12000050,North Lanarkshire,Local Authority,2015,No,All,Male,All,All,73.6,82.6,78.1
S12000036,City of Edinburgh,Local Authority,2018,No,All,Male,All,All,80,86.2,83.1
S92000003,Scotland,Scotland,2018,No,All,Male,All,All,79.4,81.5,80.4
S12000047,Fife,Local Authority,2018,No,All,Male,All,All,72.9,81.8,77.4
S12000033,Aberdeen City,Local Authority,2015,Yes,All,Male,All,All,20.7,30.5,25.6
S12000014,Falkirk,Local Authority,2018,No,All,Male,All,All,78.1,88.9,83.5
S12000033,Aberdeen City,Local Authority,2018,No,All,Male,All,All,77.6,86.9,82.2
S12000019,Midlothian,Local Authority,2018,No,All,Male,All,All,74.7,88.1,81.4
S12000005,Clackmannanshire,Local Authority,2018,No,All,Male,All,All,76.3,89.1,82.7
S12000027,Shetland Islands,Local Authority,2018,No,All,Male,All,All,82.5,93.4,87.9
S12000029,South Lanarkshire,Local Authority,2018,No,All,Male,All,All,72.2,81.5,76.9
S12000030,Stirling,Local Authority,2018,No,All,Male,All,All,75.9,90.1,83
S12000010,East Lothian,Local Authority,2018,No,All,Male,All,All,79.4,91.4,85.4
S12000045,East Dunbartonshire,Local Authority,2018,No,All,Male,All,All,89.4,96.9,93.1
S12000048,Perth and Kinross,Local Authority,2018,No,All,Male,All,All,76.8,89.8,83.3
S12000011,East Renfrewshire,Local Authority,2018,No,All,Male,All,All,80.9,91.5,86.2
S12000034,Aberdeenshire,Local Authority,2013,No,All,Male,All,All,71.6,83.6,77.6
S12000026,Scottish Borders,Local Authority,2012,No,All,Male,All,All,71.8,84.7,78.2
S12000030,Stirling,Local Authority,2013,No,All,Male,All,All,73.6,87.1,80.4
S12000008,East Ayrshire,Local Authority,2018,No,All,Male,All,All,73.8,85.3,79.6
S12000035,Argyll and Bute,Local Authority,2018,No,All,Male,All,All,73,86.4,79.7
S12000041,Angus,Local Authority,2018,No,All,Male,All,All,73.6,87.4,80.5
S12000049,Glasgow City,Local Authority,2017,Yes,All,Male,All,All,24.1,30.9,27.5
S08000030,Tayside,NHS Health Board,2016,Yes,All,Male,All,All,17.4,24.7,21.1
S12000028,South Ayrshire,Local Authority,2015,Yes,All,Male,All,All,11.9,23.9,17.9
S12000017,Highland,Local Authority,2014,Yes,All,Male,All,All,16.7,26,21.4
S12000048,Perth and Kinross,Local Authority,2013,Yes,All,Male,All,All,16.9,33.5,25.2
S12000010,East Lothian,Local Authority,2017,Yes,All,Male,All,All,13.2,26.4,19.8
S08000025,Orkney,NHS Health Board,2018,Yes,All,Male,All,All,10.7,23.6,17.1
S08000026,Shetland,NHS Health Board,2018,Yes,All,Male,All,All,6.6,17.5,12.1
S08000020,Grampian,NHS Health Board,2018,Yes,All,Male,All,All,14.5,20.7,17.6
S12000042,Dundee City,Local Authority,2015,Yes,All,Male,All,All,18.6,32.9,25.8
S08000016,Borders,NHS Health Board,2018,Yes,All,Male,All,All,10.4,21.1,15.8
S08000019,Forth Valley,NHS Health Board,2016,Yes,All,Male,All,All,13.2,20.7,17
S12000033,Aberdeen City,Local Authority,2012,Yes,All,Male,All,All,17.2,27.7,22.5
S08000017,Dumfries and Galloway,NHS Health Board,2018,Yes,All,Male,All,All,12.2,22.3,17.3
S12000006,Dumfries and Galloway,Local Authority,2014,Yes,All,Male,All,All,19.9,31.9,25.9
S12000048,Perth and Kinross,Local Authority,2014,Yes,All,Male,All,All,12.5,24.5,18.5
S12000017,Highland,Local Authority,2013,Yes,All,Male,All,All,12.2,22.1,17.2
S12000010,East Lothian,Local Authority,2015,Yes,All,Male,All,All,14.6,28.8,21.7
S92000003,Scotland,Scotland,2015,Yes,All,Male,All,All,21.6,23.7,22.7
S08000024,Lothian,NHS Health Board,2018,Yes,All,Male,All,All,14.4,19,16.7
S08000031,Greater Glasgow and Clyde,NHS Health Board,2018,Yes,All,Male,All,All,18.3,22.7,20.5
S12000035,Argyll and Bute,Local Authority,2017,Yes,All,Male,All,All,16.5,33.1,24.8
S08000029,Fife,NHS Health Board,2016,Yes,All,Male,All,All,17.8,26.7,22.3
S12000049,Glasgow City,Local Authority,2016,Yes,All,Male,All,All,23,30,26.5
S12000021,North Ayrshire,Local Authority,2016,Yes,All,Male,All,All,21.1,35,28.1
S12000026,Scottish Borders,Local Authority,2012,Yes,All,Male,All,All,15.3,28.2,21.8
S12000039,West Dunbartonshire,Local Authority,2019,Yes,All,Male,All,All,14.5,27.5,21
S92000003,Scotland,Scotland,2019,Yes,All,Male,All,All,18,20,19
S12000038,Renfrewshire,Local Authority,2019,Yes,All,Male,All,All,15,26,20.5
S12000040,West Lothian,Local Authority,2019,Yes,All,Male,All,All,14,27,20.5
S12000033,Aberdeen City,Local Authority,2019,Yes,All,Male,All,All,15,25,20
S12000047,Fife,Local Authority,2019,Yes,All,Male,All,All,16.5,26.5,21.5
S08000032,Lanarkshire,NHS Health Board,2019,Yes,All,Male,All,All,15,21,18
S08000026,Shetland,NHS Health Board,2019,Yes,All,Male,All,All,9,27,18
S08000030,Tayside,NHS Health Board,2019,Yes,All,Male,All,All,14,21,17.5
S12000035,Argyll and Bute,Local Authority,2019,Yes,All,Male,All,All,10,21,15.5
S12000021,North Ayrshire,Local Authority,2019,Yes,All,Male,All,All,13.5,27.5,20.5
S12000011,East Renfrewshire,Local Authority,2019,Yes,All,Male,All,All,4.5,16.5,10.5
S12000023,Orkney Islands,Local Authority,2019,Yes,All,Male,All,All,6,21,13.5
S12000027,Shetland Islands,Local Authority,2019,Yes,All,Male,All,All,9,27,18
S12000010,East Lothian,Local Authority,2019,Yes,All,Male,All,All,10,25,17.5
S12000005,Clackmannanshire,Local Authority,2019,Yes,All,Male,All,All,16.5,31.5,24
S12000017,Highland,Local Authority,2019,Yes,All,Male,All,All,14.5,26.5,20.5
S12000018,Inverclyde,Local Authority,2019,Yes,All,Male,All,All,11,21,16
S12000019,Midlothian,Local Authority,2019,Yes,All,Male,All,All,10.5,22.5,16.5
S12000034,Aberdeenshire,Local Authority,2019,Yes,All,Male,All,All,12.5,22.5,17.5
S12000020,Moray,Local Authority,2019,Yes,All,Male,All,All,13.5,29.5,21.5
S12000026,Scottish Borders,Local Authority,2019,Yes,All,Male,All,All,12,27,19.5
S12000029,South Lanarkshire,Local Authority,2019,Yes,All,Male,All,All,13,21,17
S12000030,Stirling,Local Authority,2019,Yes,All,Male,All,All,8.5,19.5,14
S92000003,Scotland,Scotland,2013,No,All,Male,All,All,74.4,76.7,75.5
S12000036,City of Edinburgh,Local Authority,2019,Yes,All,Male,All,All,15,21,18
S12000028,South Ayrshire,Local Authority,2019,Yes,All,Male,All,All,13.5,26.5,20
S12000050,North Lanarkshire,Local Authority,2016,No,All,Male,All,All,70,79.2,74.6
S08000028,Western Isles,NHS Health Board,2019,Yes,All,Male,All,All,13.5,29.5,21.5
S08000017,Dumfries and Galloway,NHS Health Board,2019,Yes,All,Male,All,All,17,29,23
S08000024,Lothian,NHS Health Board,2019,Yes,All,Male,All,All,15.5,20.5,18
S08000015,Ayrshire and Arran,NHS Health Board,2019,Yes,All,Male,All,All,15.5,22.5,19
S08000016,Borders,NHS Health Board,2019,Yes,All,Male,All,All,12,27,19.5
S08000025,Orkney,NHS Health Board,2019,Yes,All,Male,All,All,6,21,13.5
S12000008,East Ayrshire,Local Authority,2019,Yes,All,Male,All,All,11.5,22.5,17
S12000041,Angus,Local Authority,2019,Yes,All,Male,All,All,13,27,20
S08000025,Orkney,NHS Health Board,2019,No,All,Male,All,All,79,94,86.5
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014,No,All,Male,All,All,73.1,78,75.5
S08000022,Highland,NHS Health Board,2019,Yes,All,Male,All,All,14.5,23.5,19
S08000031,Greater Glasgow and Clyde,NHS Health Board,2019,Yes,All,Male,All,All,18,23,20.5
S12000042,Dundee City,Local Authority,2019,Yes,All,Male,All,All,10.5,21.5,16
S08000029,Fife,NHS Health Board,2019,No,All,Male,All,All,73.5,83.5,78.5
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013,No,All,Male,All,All,70.6,75.7,73.2
S08000020,Grampian,NHS Health Board,2019,Yes,All,Male,All,All,16,23,19.5
S08000019,Forth Valley,NHS Health Board,2019,Yes,All,Male,All,All,12,19,15.5
S12000006,Dumfries and Galloway,Local Authority,2019,Yes,All,Male,All,All,17,29,23
S12000013,Na h-Eileanan Siar,Local Authority,2019,Yes,All,Male,All,All,13.5,29.5,21.5
S08000029,Fife,NHS Health Board,2019,Yes,All,Male,All,All,16.5,26.5,21.5
S12000014,Falkirk,Local Authority,2019,Yes,All,Male,All,All,9.5,18.5,14
S12000036,City of Edinburgh,Local Authority,2013,No,All,Male,All,All,74.4,81.5,77.9
S12000039,West Dunbartonshire,Local Authority,2016,No,All,Male,All,All,69.2,82,75.6
S12000020,Moray,Local Authority,2013,No,All,Male,All,All,64.1,82.8,73.4
S08000015,Ayrshire and Arran,NHS Health Board,2017,No,All,Male,All,All,76.2,84,80.1
S12000038,Renfrewshire,Local Authority,2013,No,All,Male,All,All,69.8,82.5,76.1
S12000013,Na h-Eileanan Siar,Local Authority,2012,No,All,Male,All,All,64.1,79.9,72
S12000008,East Ayrshire,Local Authority,2012,No,All,Male,All,All,60.8,77.7,69.3
S12000033,Aberdeen City,Local Authority,2013,No,All,Male,All,All,63,75.6,69.3
S12000028,South Ayrshire,Local Authority,2019,No,All,Male,All,All,73.5,86.5,80
S08000024,Lothian,NHS Health Board,2017,No,All,Male,All,All,78.7,83.8,81.2
S12000013,Na h-Eileanan Siar,Local Authority,2019,No,All,Male,All,All,70.5,86.5,78.5
S12000017,Highland,Local Authority,2017,No,All,Male,All,All,75.6,86.3,81
S12000021,North Ayrshire,Local Authority,2019,No,All,Male,All,All,72.5,86.5,79.5
S12000008,East Ayrshire,Local Authority,2015,No,All,Male,All,All,70,83.2,76.6
S12000013,Na h-Eileanan Siar,Local Authority,2015,No,All,Male,All,All,65.8,81.3,73.5
S12000027,Shetland Islands,Local Authority,2019,No,All,Male,All,All,73,91,82
S12000006,Dumfries and Galloway,Local Authority,2015,No,All,Male,All,All,71,82.2,76.6
S08000030,Tayside,NHS Health Board,2014,No,All,Male,All,All,72.1,79.6,75.9
S12000026,Scottish Borders,Local Authority,2019,No,All,Male,All,All,73,88,80.5
S12000035,Argyll and Bute,Local Authority,2017,No,All,Male,All,All,66.9,83.5,75.2
S12000018,Inverclyde,Local Authority,2017,No,All,Male,All,All,76.5,90.9,83.7
S08000030,Tayside,NHS Health Board,2017,No,All,Male,All,All,79.7,86.3,83
